Aspect,Drainage_D,Amalner_El,Flow_Accum,Flow_Direc,Plan_,Profile_,Slope_Amal,SLF,Stream_Pow,TRI,TPI,TWI,HSG,SM,ndmi,Soil_Textu,pres_seaso,IBI,Building_D,NDISI,SAVi,AWEI,Land_Cover,Geo_,Critical_I,Road_Buffe,Feature_La,Distance_F,Population,X,Y,Target
26.1371002,657.6469727,119,0,128,0,0.64,1.70794,0,0,1.41421,0.492981,6.4974799,4,632.5833333,-0.172373,1,220,0.117821842,30117700,0.152137,0.136363636,-0.00009874,2,6,0,1,3,2648.209961,2521.432156,21.0531495,75.0598369,1
26.1371002,657.6469727,119,0,128,0,0.64,1.70794,0,0,1.41421,0.492981,6.4974799,4,632.5833333,-0.172373,1,220,0.117821842,30117700,0.152137,0.136363636,-0.00009874,2,6,0,1,3,2648.209961,2521.432156,21.0531495,75.0598369,1
-1,180.2779999,125,22,1,0,0,0.0018886,0.000094,0.0072517,0,-0.0036965,15.9813995,4,660,-0.123598,1,217.6666667,0.120182457,24446200,0.156723,0.078568459,-9.33533E-05,3,6,0,1,3,2704.98999,8147.255616,21.0348981,75.0521408,1
44.8040009,120.4160004,125,8,1,0,0,1.0819401,0.241419,1.51083,1,-0.0011435,8.6923103,4,660,-0.183197,1,217.6666667,0.115456475,31617900,0.152459,0.162541452,-9.80725E-05,3,6,0,1,3,3551.02002,8147.255616,21.0337795,75.0512385,1
-1,200,125,11,1,0,0,0.0077721,0.0004481,0.0149211,0,0.0012433,13.9160995,4,660,-0.192575,1,217.6666667,0.117325766,20444500,0.155122,0.276951761,-0.000096205,3,6,0,1,3,2427.790039,8147.255616,21.0350924,75.0522748,1
44.8040009,120.4160004,125,8,1,0,0,1.0819401,0.241419,1.51083,1,-0.0011435,8.6923103,4,660,-0.183197,1,217.6666667,0.115456475,31617900,0.152459,0.162541452,-9.80725E-05,3,6,0,1,3,3551.02002,8147.255616,21.0337793,75.0512353,1
-1,668.4310303,119,13,32,0,0,0.0011108,0.0000382,0.0025203,0,-0.0066526,16.0156994,4,632.5833333,-0.202573,1,220,0.115951935,8619110,0.154923,0.110529206,-0.000100565,3,6,0,1,3,2933.199951,2521.432156,21.0543375,75.0609321,1
86.2274017,657.6469727,119,14,32,0,0,0.0040905,0.0002142,0.0099947,0,-0.0026434,14.7811003,4,632.5833333,-0.21034,1,220,0.112678522,16558800,0.156982,0.215903705,-0.00010483,3,6,0,1,17,2936.560059,2521.432156,21.0539415,75.060567,1
80.4336014,230,125,21,1,0,0,0.0096282,0.0007667,0.0352885,0,0.0050651,14.3080997,4,660,-0.139106,1,217.6666667,0.119163723,24849700,0.158127,0.18055387,-0.000102439,2,6,0,1,3,2679.790039,8147.255616,21.0353523,75.0534645,1
281.8120117,315.7529907,119,7,1,0,0,0.002319,0.0000776,0.0028331,0,-0.121063,14.7200003,4,632.5833333,-0.286957,1,220,0.105085987,7481980,0.170759,0.350806452,-8.78588E-05,4,6,0,1,3,1208.589966,2521.432156,21.0556643,75.0554563,1
80.4336014,240,125,21,1,0,0,0.0096282,0.0007667,0.0352885,0,0.0050651,14.3080997,4,660,-0.179135,1,217.6666667,0.123335382,23834600,0.155693,0.093656314,-7.99131E-05,2,6,0,1,3,2508.550049,8147.255616,21.0354468,75.0535014,1
45.3060989,600,121,0,128,0,0,1.08504,0,0,1,0.602123,5.8021998,4,632.5833333,-0.230965,1,220,0.114019866,9663990,0.168336,0.27969081,-8.60875E-05,4,6,0,1,11,2481.939941,2521.432156,21.0541089,75.0583768,1
77.9552994,250,125,30,1,0,0,0.0060454,0.0004828,0.0316531,0,0.0005395,15.1163998,4,660,-0.179135,1,217.6666667,0.123335382,23834600,0.155693,0.093656314,-7.99131E-05,2,6,0,1,3,2508.550049,8147.255616,21.0355051,75.0535105,1
45.3060989,600,121,0,128,0,0,1.08504,0,0,1,0.602123,5.8021998,4,632.5833333,-0.230965,1,220,0.114019866,9663990,0.168336,0.27969081,-8.60875E-05,4,6,0,1,11,2481.939941,2521.432156,21.0541089,75.0583768,1
281.8120117,315.7529907,119,7,1,0,0,0.002319,0.0000776,0.0028331,0,-0.121063,14.7200003,4,632.5833333,-0.286957,1,220,0.105085987,7481980,0.170759,0.350806452,-8.78588E-05,4,6,0,1,3,1208.589966,2521.432156,21.0556643,75.0554563,1
-1,220,125,12,1,0,0,0.0002075,0.0000042,0.0004346,0,-0.005792,17.6194,4,660,-0.213376,1,217.6666667,0.118214065,17618500,0.163133,0.242150803,-9.74275E-05,3,6,0,1,3,2228.699951,8147.255616,21.0352764,75.0522537,1
76.0445023,290,125,18,1,0,0,0.0018582,0.0000849,0.0058376,0,-0.001746,15.8065004,4,660,-0.192507,1,217.6666667,0.120684517,21225000,0.16228,0.109994698,-8.28875E-05,3,6,0,1,3,2134.379883,8147.255616,21.0358903,75.0535295,1
77.9552994,250,125,30,1,0,0,0.0060454,0.0004828,0.0316531,0,0.0005395,15.1163998,4,660,-0.157694,1,217.6666667,0.123335382,23834600,0.155693,0.093656314,-7.99131E-05,2,6,0,1,3,2508.550049,8147.255616,21.0355242,75.0535027,1
80.4336014,240,125,20,1,0,0,0.0096282,0.0000872,0.0352885,0,-0.0028203,15.9186001,4,660,-0.139106,1,217.6666667,0.123335382,23834600,0.155693,0.193624315,-0.000101485,2,6,0,1,3,2377.810059,8147.255616,21.0354164,75.0534169,1
-1,308.7070007,127,0,16,0,0,0.0039847,0,0,0,-0.0027389,12.0993004,4,660,-0.0971328,1,217.6666667,0.13123453,38601100,0.158671,0.105198297,-9.16763E-05,2,6,0,1,3,3384.459961,8147.255616,21.0362783,75.05494,1
281.8120117,315.7529907,119,7,1,0,0,0.002319,0.0000776,0.0028331,0,-0.121063,14.7200003,4,632.5833333,-0.286957,1,220,0.105085987,7481980,0.170759,0.350806452,-8.78588E-05,4,6,0,1,3,1208.589966,2521.432156,21.0556643,75.0554563,1
76.0445023,270,125,18,1,0,0,0.0018582,0.0000849,0.0058376,0,-0.001746,15.8065004,4,660,-0.152991,1,217.6666667,0.120684517,20282400,0.16228,0.083434293,-0.00006483,2,6,0,1,3,2197.629883,8147.255616,21.035739,75.0535067,1
281.8120117,315.7529907,119,7,1,0,0,0.002319,0.0000776,0.0028331,0,-0.121063,14.7200003,4,632.5833333,-0.286957,1,220,0.105085987,7481980,0.170759,0.350806452,-8.78588E-05,4,6,0,1,3,1208.589966,2521.432156,21.0556643,75.0554563,1
281.8120117,315.7529907,119,7,1,0,0,0.002319,0.0000776,0.0028331,0,-0.121063,14.7200003,4,632.5833333,-0.286957,1,220,0.105085987,7481980,0.170759,0.350806452,-8.78588E-05,4,6,0,1,3,1208.589966,2521.432156,21.0556643,75.0554563,1
281.8120117,315.7529907,119,7,1,0,0,0.002319,0.0000776,0.0028331,0,-0.121063,14.7200003,4,632.5833333,-0.286957,1,220,0.105085987,7481980,0.170759,0.350806452,-8.78588E-05,4,6,0,1,3,1208.589966,2521.432156,21.0556643,75.0554563,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.055017,75.0586961,1
348.821991,587.2819824,119,3,64,0,0,3.8875799,0.922516,2.03863,2.4494901,1.21032,6.54598,4,632.5833333,-0.172629,1,220,0.123217473,6047410,0.179693,0.14696085,-9.08075E-05,3,6,0,1,3,2649,2521.432156,21.0545049,75.0587418,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.152683,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550177,75.0587017,1
314.6080017,576.2810059,124,3,128,0,0,1.07664,0.429046,12.9671001,0,0.491974,7.1366401,4,632.5833333,-0.215698,1,220,0.11261799,3447000,0.181635,0.332677415,-0.000088315,4,6,0,0,3,813.2199707,2521.432156,21.0519329,75.0543612,1
-1,308.7070007,127,0,16,0,0,0.0039847,0,0,0,-0.0027389,12.0993004,4,660,-0.0971328,1,217.6666667,0.13123453,38601100,0.158671,0.105198297,-9.16763E-05,2,6,0,1,3,3384.459961,8147.255616,21.0362784,75.0549401,1
44.8040009,120.4160004,125,8,1,0,0,1.0819401,0.241419,1.51083,1,-0.0011435,8.6923103,4,660,-0.183197,1,217.6666667,0.115456475,31617900,0.152459,0.162541452,-9.80725E-05,3,6,0,1,3,3551.02002,8147.255616,21.0337794,75.0512353,1
314.6080017,576.2810059,124,3,128,0,0,1.07664,0.429046,12.9671001,0,0.491974,7.1366401,4,632.5833333,-0.215698,1,220,0.11261799,3447000,0.181635,0.332677415,-0.000088315,4,6,0,0,3,813.2199707,2521.432156,21.0519329,75.0543612,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550165,75.0586997,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.152683,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550188,75.058702,1
225.0440063,706.6119995,123,26,32,0,0,1.06967,0.38114,4.8544698,1,-0.0305536,9.80233,4,632.5833333,-0.110661,1,220,0.120583031,37558300,0.141709,0.132950349,-0.000104105,2,6,0,1,3,2845.389893,2521.432156,21.0513695,75.0561865,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.152683,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550177,75.0587017,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550168,75.0587005,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550154,75.0586944,1
135.0039978,280.1789856,129,0,4,0.8,-0.48,2.1501501,0,0,1.7320499,0.289061,5.3443298,4,660,-0.12997,1,217.6666667,0.131113017,33888000,0.177913,0.098176572,-0.00008644,3,6,0,1,3,3194.350098,10923.40225,21.0371166,75.0553109,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.152683,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550184,75.058702,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.0550168,75.0587005,1
206.4570007,280.1789856,129,0,8,0.48,-0.8,3.41588,0,0,2.8284299,0.289061,5.3443298,4,660,-0.12997,1,217.6666667,0.131113017,33888000,0.177913,0.098176572,-0.00008644,3,6,0,1,3,3314.780029,10923.40225,21.0370928,75.0552816,1
0.0682907,304.631012,130,1,64,0,-0.64,2.2888401,0.278262,0.399683,1.7320499,0.294488,6.43853,4,660,-0.119599,1,217.6666667,0.121157267,21260800,0.12662,0.066109647,-0.000137123,2,6,0,1,3,2842.98999,10923.40225,21.0381141,75.0552652,1
45.050499,268.7009888,120,4,64,-0.48,0.8,2.1582,0.448864,1.50739,1.41421,-0.611919,7.41365,4,632.5833333,-0.270861,1,220,0.113681067,0,0.195616,0.344873157,-6.80083E-05,3,6,0,0,3,87.2452011,2521.432156,21.0558969,75.0539961,1
45.050499,268.7009888,120,4,64,-0.48,0.8,2.1582,0.448864,1.50739,1.41421,-0.611919,7.41365,4,632.5833333,-0.270861,1,220,0.113681067,0,0.195616,0.344873157,-6.80083E-05,3,6,0,0,3,87.2452011,2521.432156,21.0558969,75.0539961,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.055017,75.0586961,1
94.0412979,551.5430298,118,2074,64,0,0,0.0072777,5.90659,0.0190528,0,0.691576,13.3828001,4,632.5833333,-0.148913,1,220,0.121543396,4951270,0.155049,0.100874282,-8.76619E-05,3,6,0,1,3,2590.229981,2521.432156,21.055017,75.0586961,1
45.3060989,600,121,0,128,0,0,1.08504,0,0,1,0.602123,5.8021998,4,632.5833333,-0.230965,1,220,0.114019866,9663990,0.168336,0.27969081,-8.60875E-05,4,6,0,1,11,2481.939941,2521.432156,21.0541089,75.0583768,1
0.0682907,308.7070007,130,1,64,0,-0.64,2.2888401,0.278262,0.399683,1.7320499,0.294488,6.43853,4,660,-0.148022,1,217.6666667,0.121157267,21260800,0.12662,0.106680126,-0.000106461,3,6,0,1,3,2842.98999,10923.40225,21.0381397,75.0552224,1
45.050499,268.7009888,120,4,64,-0.48,0.8,2.1582,0.448864,1.50739,1.41421,-0.611919,7.41365,4,632.5833333,-0.270861,1,220,0.113681067,0,0.195616,0.344873157,-6.80083E-05,3,6,0,0,3,87.2452011,2521.432156,21.0558969,75.0539961,1
315.0310059,317.8049927,130,1,16,0.8,-0.48,2.16501,0.278262,0,2.2360699,0.294488,6.43853,4,660,-0.148022,1,217.6666667,0.121157267,21260800,0.12662,0.089403974,-9.98125E-05,2,6,0,1,3,2842.98999,10923.40225,21.0381565,75.0552117,1
45.050499,268.7009888,120,4,64,-0.48,0.8,2.1582,0.448864,1.50739,1.41421,-0.611919,7.41365,4,632.5833333,-0.270861,1,220,0.113681067,0,0.195616,0.344873157,-6.80083E-05,3,6,0,0,3,87.2452011,2521.432156,21.0558969,75.0539961,1
45.050499,268.7009888,120,4,64,-0.48,0.8,2.1582,0.448864,1.50739,1.41421,-0.611919,7.41365,4,632.5833333,-0.270861,1,220,0.113681067,0,0.195616,0.344873157,-6.80083E-05,3,6,0,0,3,87.2452011,2521.432156,21.0558969,75.0539961,1
0.0682907,304.631012,130,1,64,0,-0.64,2.2888401,0.278262,0.399683,1.7320499,0.294488,6.43853,4,660,-0.119599,1,217.6666667,0.121157267,21260800,0.12662,0.066109647,-0.000137123,2,6,0,1,3,2842.98999,10923.40225,21.0381161,75.0552643,1
18.5513,480.8330078,124,2,64,0.64,-0.64,2.4129701,0.367582,0,0,-0.0420842,6.8431301,4,632.5833333,-0.167126,1,220,0.118596545,34465900,0.169246,0.112731593,-9.46997E-05,3,6,119351,1,3,3304.969971,15287.91926,21.0461481,75.0587418,1
243.451004,429.5350037,124,2,16,-0.512,0.128,5.1111498,0.783641,3.5776899,3,0.510557,6.2590499,4,632.5833333,-0.189486,1,220,0.119756091,24953800,0.176545,0.204186061,-9.18294E-05,3,6,2694.429932,1,3,2946.879883,5800.172001,21.0432455,75.0547262,1
-1,417.7319946,122,2,16,0,0,0.0052432,0.0001358,0.0018302,0,-0.694932,12.9233999,4,632.5833333,-0.120061,1,220,0.121614998,27379600,0.142956,0.093729153,-0.000109028,2,6,0,1,3,3171.27002,5800.172001,21.0428339,75.0544602,1
243.451004,429.5350037,124,2,16,-0.512,0.128,5.1111498,0.783641,3.5776899,3,0.510557,6.2590499,4,632.5833333,-0.189486,1,220,0.119756091,24953800,0.176545,0.204186061,-9.18294E-05,3,6,2694.429932,1,3,2946.879883,5800.172001,21.0432455,75.0547262,1
78.6524963,396.2319946,122,13,16,0,0,0.0075131,0.0004584,0.0170464,0,-0.305231,14.1041002,4,632.5833333,-0.161388,1,220,0.121614998,26733700,0.142956,0.149060624,-0.000102995,2,6,536.4069824,1,3,3198.889893,5800.172001,21.0429369,75.05434,1
-1,212.1320038,122,12,64,0,0,0.0016114,0.285716,0.203613,0,-0.0443397,9.0551996,4,632.5833333,-0.18488,1,220,0.118457569,18783800,0.15252,0.147234802,-0.00009607,3,6,0,1,3,2382.110107,5236.131894,21.0422588,75.0519851,1
-1,14.1421003,123,42,128,0,0,0.007879,0.0007795,0.0577554,0,-0.891311,15.1787004,14,632.5833333,-0.139961,1,220,0.121266001,30584600,0.141752,0.135173467,-0.000110818,2,6,0,1,3,2595.899902,5236.131894,21.0417117,75.0480767,1
326.0769958,407.1849976,123,228,32,0,0.64,2.7428401,3.08833,109.2289963,1.7320499,0.175019,10.9979,4,632.5833333,-0.0863184,1,220,0.1300185,24153800,0.144696,0.07186712,-0.00010617,2,6,0,1,3,2938.550049,5800.172001,21.0420522,75.0540846,1
-1,188.6799927,123,6,64,0,0,0.0043621,0.0001099,0.0525306,0,-0.618704,14.2720003,4,632.5833333,-0.146208,1,220,0.124134033,24917700,0.144216,0.124217119,-0.000111011,3,6,0,1,3,2891.780029,5236.131894,21.0421814,75.0514904,1
-1,166.4329987,123,0,1,0,0,0.0031788,0,0,0,-0.0011188,12.3252001,14,632.5833333,-0.136286,1,220,0.119507061,28169600,0.150461,0.083309298,-0.00008858,2,6,0,1,3,2702.159912,5236.131894,21.0417434,75.0506949,1
224.6080017,28.2842999,123,4,64,0,0,1.06892,0.000402,78.1771011,0,-0.198318,12.8128996,14,632.5833333,-0.12571,1,220,0.124368553,31284900,0.146007,0.076973365,-0.000087785,2,6,0,1,3,2405.699951,5236.131894,21.0417123,75.0486332,1
86.7003021,290.6889954,125,1,64,0,0,0.0057469,0.000116,0.001003,0,-0.0016513,12.4261999,14,632.5833333,-0.183887,1,220,0.111310527,22486200,0.157374,0.319816874,-0.000104088,4,6,0,1,3,2843.030029,5236.131894,21.0425564,75.0450251,1
-1,14.1421003,123,42,128,0,0,0.007879,0.0007795,0.0577554,0,-0.891311,15.1787004,14,660,-0.139961,1,217.6666667,0.121266001,30584600,0.141752,0.17329389,-0.00010517,2,6,0,1,3,2564.580078,5236.131894,21.0416858,75.0480456,1
-1,14.1421003,123,42,128,0,0,0.007879,0.0007795,0.0577554,0,-0.891311,15.1787004,14,632.5833333,-0.139961,1,220,0.121266001,30584600,0.141752,0.135173467,-0.000110818,2,6,0,1,3,2595.899902,5236.131894,21.0417141,75.0480682,1
87.1119995,14.1421003,123,44,128,0,0,0.0024117,0.0001704,0.0185203,0,-0.48312,16.4080009,14,632.5833333,-0.148859,1,220,0.120360487,29166700,0.147866,0.172232977,-0.000103503,3,6,0,1,3,2621.139893,5236.131894,21.0418291,75.0482374,1
-1,14.1421003,123,42,128,0,0,0.007879,0.0007795,0.0577554,0,-0.891311,15.1787004,14,632.5833333,-0.139961,1,220,0.121266001,30584600,0.141752,0.135173467,-0.000110818,2,6,0,1,3,2595.899902,5236.131894,21.0417303,75.0480703,1
134.9779968,67.0820007,125,3,2,-0.64,0.64,3.2404499,0.678328,1.69848,2,0.78431,6.7834702,14,632.5833333,-0.137265,1,220,0.112267196,33441700,0.152817,0.232317737,-0.000116388,3,6,0,1,3,2723.600098,5236.131894,21.04198,75.0475633,1
-1,308.0580139,125,1,16,0,0,0.0042862,0.0000792,0.0007481,0,-0.0011449,12.7194996,14,632.5833333,-0.144358,1,220,0.120844993,24510400,0.155499,0.148887905,-9.16475E-05,2,6,0,1,3,2588.590088,5236.131894,21.0424673,75.0448029,1
265.6679993,230.2169952,125,18,16,0,0,0.0101504,0.000772,0.0318879,0,0.0028427,14.1085997,14,632.5833333,-0.160951,1,220,0.122856168,21300700,0.157469,0.283565664,-9.89008E-05,3,6,0,1,3,2769.229981,5236.131894,21.0420348,75.0453102,1
134.9779968,67.0820007,125,3,2,-0.64,0.64,3.2404499,0.678328,1.69848,2,0.78431,6.7834702,14,632.5833333,-0.137265,1,220,0.112267196,33441700,0.152817,0.232317737,-0.000116388,3,6,0,1,3,2723.600098,5236.131894,21.0419803,75.0475631,1
134.8639984,84.8527985,126,0,4,0.48,-0.8,2.1575401,0,0,1.41421,0.148978,5.8045101,14,632.5833333,-0.0714286,1,220,0.128674167,34436500,0.145467,0.085428731,-8.47625E-05,2,6,0,1,3,2537.070068,5236.131894,21.0417222,75.046863,1
135.2100067,98.9949036,126,4,2,0,0,1.0849299,0.183618,0.7575,0,-0.115186,8.1017599,14,632.5833333,-0.138967,1,220,0.128674167,33056700,0.145467,0.138836038,-9.11663E-05,3,6,0,1,3,2514.25,5236.131894,21.0417381,75.0467574,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
86.7003021,290.6889954,125,1,64,0,0,0.0057469,0.000116,0.001003,0,-0.0016513,12.4261999,14,632.5833333,-0.183887,1,220,0.111310527,22486200,0.157374,0.319816874,-0.000104088,4,6,0,1,3,2843.030029,5236.131894,21.0425695,75.0450213,1
-1,224.7220001,125,0,32,0,0,0.0130948,0,0,0,0.0055301,10.9095001,14,632.5833333,-0.191881,1,220,0.122856168,21974300,0.157469,0.283565664,-9.89008E-05,4,6,0,1,3,2673.600098,5236.131894,21.0419578,75.0453149,1
-1,250.598999,125,32,32,0,0,0.003479,0.0002416,0.0194301,0,-0.0011939,15.7314997,14,632.5833333,-0.163502,1,220,0.114955611,24199200,0.160921,0.114993264,-0.000082465,2,6,0,1,3,2688.219971,5236.131894,21.0419292,75.0450349,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
75.3246994,237.6970062,125,10,64,0,0,0.002441,0.0000957,0.0042602,0,-0.0044736,14.9871998,14,632.5833333,-0.141224,1,220,0.127102302,24146300,0.151525,0.116321299,-8.59575E-05,2,6,0,1,3,2568.679932,5236.131894,21.0417251,75.0450402,1
89.9166031,272.0289917,125,6,64,0,0.64,2.28688,0.569156,2.39604,1.7320499,1.2079,7.6921501,14,660,-0.113766,1,217.6666667,0.124962643,25919700,0.152595,0.14899696,-9.61225E-05,3,6,0,1,3,2424.350098,5236.131894,21.0416031,75.044712,1
91.6383972,256.3200073,125,6,64,0,0,0.0087637,0.0005847,0.0045886,0,0.0040395,12.9858999,14,660,-0.117992,1,217.6666667,0.124361397,25233000,0.157049,0.196024604,-0.000106943,3,6,0,1,3,2587.360107,5236.131894,21.0416635,75.0449035,1
266.875,260,125,4,64,0,0,0.0028706,0.0000819,0.002004,0,-0.31189,14.0366001,14,632.5833333,-0.123611,1,220,0.124361397,25233000,0.157049,0.189882353,-0.000106161,3,6,0,1,3,2420.26001,5236.131894,21.0417901,75.0448668,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
268.2229919,290,125,10,64,0,0,0.0022938,0.0003799,0.002402,0,0.0027075,13.9267998,14,660,-0.127507,1,217.6666667,0.130058715,27063200,0.135469,0.108659569,-9.44513E-05,2,6,0,1,3,2396.320068,5236.131894,21.0416723,75.0443029,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
333.0859985,167.6309967,126,0,64,0,-0.64,1.70646,0,0,1.41421,-0.118183,6.0392399,14,660,-0.248272,1,217.6666667,0.115887451,24171100,0.172751,0.228059333,-0.000107343,3,6,0,1,3,2749.300049,5236.131894,21.0413389,75.0455995,1
269.9779968,260,125,11,64,0,0,0.0010499,0.0000332,0.0020156,0,-0.566158,15.9179001,14,660,-0.13441,1,217.6666667,0.121127316,24777900,0.153497,0.128420124,-0.000097015,2,6,0,1,3,2281.879883,5236.131894,21.041385,75.044,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
263.730011,290,125,10,64,0,0,0.0091556,0.0005337,0.0159793,0,0.0032556,13.6652002,14,660,-0.141083,1,217.6666667,0.122243705,25241200,0.142537,0.154796694,-9.10425E-05,2,6,0,1,3,2279.889893,5236.131894,21.0416766,75.0440582,1
269.9779968,260,125,11,64,0,0,0.0010499,0.0000332,0.0020156,0,-0.566158,15.9179001,14,660,-0.13441,1,217.6666667,0.121127316,24777900,0.153497,0.128420124,-0.000097015,2,6,0,1,3,2281.879883,5236.131894,21.041385,75.044,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
315.0299988,276.5859985,124,0,32,-0.64,0.64,3.2374499,0,3.3938,2,0.143635,5.8077202,14,632.5833333,-0.147176,1,220,0.124005168,33043300,0.146926,0.199375558,-0.000103883,2,6,0,1,3,2984.149902,5236.131894,21.0455315,75.04779,1
90.0238037,264.0079956,124,3,1,0,0.64,2.2818899,0.430118,1.19541,1.7320499,0.0475149,7.1347198,14,632.5833333,-0.144627,1,220,0.12645323,34476600,0.157255,0.117731395,-8.49913E-05,2,6,0,1,3,2494.679932,5236.131894,21.0458295,75.0470598,1
314.7640076,305.2869873,126,10,64,0,0,1.0786901,0.262929,1.8828599,0,-0.659632,8.8959799,4,632.6666667,-0.0911847,1,216,0.133635871,13966900,0.164249,0.062913907,-7.69775E-05,2,6,0,1,3,1213.150024,5236.131894,21.0413183,75.0413066,1
75.5842972,290,125,14,64,0,0,0.0058125,0.0003382,0.0142023,0,-0.0011331,14.4298,14,660,-0.141083,1,217.6666667,0.122243705,25241200,0.142537,0.137384412,-9.71542E-05,3,6,0,1,3,2279.889893,5236.131894,21.0416846,75.0439836,1
-1,316.2279968,125,8,1,0,0,0.0036289,0.0001466,0.0050669,0,-0.480649,14.3900003,4,632.5833333,-0.180188,1,220,0.121456081,14044500,0.162606,0.195496356,-0.00009876,3,6,0,1,3,900.6989746,5236.131894,21.041816,75.0420435,1
-1,323.8829956,125,9,1,0,0,0.0008686,0.0000239,0.0013644,0,-0.0051969,15.9252005,14,632.5833333,-0.269604,1,220,0.11586797,11750000,0.158695,0.188888914,-0.00011779,3,6,0,1,3,1057.449951,5236.131894,21.0419815,75.0425169,1
-1,310.1610107,125,15,1,0,0,0.007029,0.0004451,0.0184016,0,-0.477113,14.3043003,4,660,-0.153552,1,217.6666667,0.121456081,15308300,0.162606,0.111576542,-9.89875E-05,3,6,0,1,3,987.9210205,5236.131894,21.0416871,75.041983,1
314.7640076,305.2869873,126,10,64,0,0,1.0786901,0.262929,1.8828599,0,-0.659632,8.8959799,4,632.6666667,-0.0911847,1,216,0.133635871,14747700,0.164249,0.062913907,-7.69775E-05,2,6,0,1,3,1213.150024,5236.131894,21.0413131,75.0413117,1
